"tipoEventoTextual","tipoEventoTextualCorto","situacion","esGol","parteCuerpo","localizacion","formaAsistencia","lugarDisparo","finalizacionDisparo","idDetallesEvento"
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Centro","Demasiado a la derecha","Fuera de portería",2786
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Parte izquierda del área grande","Centro","Demasiado a la derecha","Fuera de portería",2787
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte izquierda del área grande","Centro","Demasiado a la derecha","Fuera de portería",2788
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2789
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Parte izquierda del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2790
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte izquierda del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2791
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área grande","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2792
"Intento","I","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2793
"Intento","I","Juego parado","No gol","Pie izquierdo","Parte izquierda del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2794
"Intento","I","Corner","No gol","Pie izquierdo","Parte izquierda del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2795
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Pase","Demasiado a la derecha","Fuera de portería",2796
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte izquierda del área grande","Pase","Demasiado a la derecha","Fuera de portería",2797
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Parte izquierda del área grande","Pase","Demasiado a la derecha","Fuera de portería",2798
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Centro","Demasiado a la derecha","Fuera de portería",2799
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte izquierda del área grande","Centro","Demasiado a la derecha","Fuera de portería",2800
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Parte izquierda del área grande","Centro","Demasiado a la derecha","Fuera de portería",2801
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2802
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte izquierda del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2803
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Parte izquierda del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2804
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área grande","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2805
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte izquierda del área grande","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2806
"Intento","I","Juego abierto","No gol","Cabeza","Parte izquierda del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2807
"Intento","I","Corner","No gol","Cabeza","Parte izquierda del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2808
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área grande","Pase","Demasiado a la derecha","Fuera de portería",2809
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Parte izquierda del área grande","Pase","Demasiado a la derecha","Fuera de portería",2810
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Parte izquierda del área grande","Pase","Demasiado a la derecha","Fuera de portería",2811
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área grande","Centro","Demasiado a la derecha","Fuera de portería",2812
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Parte izquierda del área grande","Centro","Demasiado a la derecha","Fuera de portería",2813
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Parte izquierda del área grande","Centro","Demasiado a la derecha","Fuera de portería",2814
"Intento","I","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Sin asistencia","Demasiado a la derecha","Fuera de portería",2815
"Intento","I","Corner","No gol","Pie derecho","Parte izquierda del área pequeña","Sin asistencia","Demasiado a la derecha","Fuera de portería",2816
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Pase","Demasiado a la derecha","Fuera de portería",2817
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte izquierda del área pequeña","Pase","Demasiado a la derecha","Fuera de portería",2818
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Centro","Demasiado a la derecha","Fuera de portería",2819
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Parte izquierda del área pequeña","Centro","Demasiado a la derecha","Fuera de portería",2820
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte izquierda del área pequeña","Centro","Demasiado a la derecha","Fuera de portería",2821
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2822
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Parte izquierda del área pequeña","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2823
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte izquierda del área pequeña","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2824
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte izquierda del área pequeña","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2825
"Intento","I","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Demasiado a la derecha","Fuera de portería",2826
"Intento","I","Juego parado","No gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Demasiado a la derecha","Fuera de portería",2827
"Intento","I","Corner","No gol","Pie izquierdo","Parte izquierda del área pequeña","Sin asistencia","Demasiado a la derecha","Fuera de portería",2828
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área pequeña","Pase","Demasiado a la derecha","Fuera de portería",2829
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte izquierda del área pequeña","Pase","Demasiado a la derecha","Fuera de portería",2830
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área pequeña","Centro","Demasiado a la derecha","Fuera de portería",2831
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte izquierda del área pequeña","Centro","Demasiado a la derecha","Fuera de portería",2832
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Parte izquierda del área pequeña","Centro","Demasiado a la derecha","Fuera de portería",2833
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área pequeña","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2834
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte izquierda del área pequeña","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2835
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte izquierda del área pequeña","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2836
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte izquierda del área pequeña","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2837
"Intento","I","Juego abierto","No gol","Cabeza","Parte izquierda del área pequeña","Sin asistencia","Demasiado a la derecha","Fuera de portería",2838
"Intento","I","Juego parado","No gol","Cabeza","Parte izquierda del área pequeña","Sin asistencia","Demasiado a la derecha","Fuera de portería",2839
"Intento","I","Corner","No gol","Cabeza","Parte izquierda del área pequeña","Sin asistencia","Demasiado a la derecha","Fuera de portería",2840
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área pequeña","Pase","Demasiado a la derecha","Fuera de portería",2841
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Parte izquierda del área pequeña","Pase","Demasiado a la derecha","Fuera de portería",2842
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Parte izquierda del área pequeña","Pase","Demasiado a la derecha","Fuera de portería",2843
"Intento con pase clave","IPC","Juego abierto","No gol","Cabeza","Parte izquierda del área pequeña","Centro","Demasiado a la derecha","Fuera de portería",2844
"Intento con pase clave","IPC","Juego parado","No gol","Cabeza","Parte izquierda del área pequeña","Centro","Demasiado a la derecha","Fuera de portería",2845
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Parte izquierda del área pequeña","Centro","Demasiado a la derecha","Fuera de portería",2846
"Intento con pase clave","IPC","Corner","No gol","Cabeza","Parte izquierda del área pequeña","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2847
"Intento","I","Juego abierto","No gol","Pie derecho","Parte derecha del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2848
"Intento","I","Juego parado","No gol","Pie derecho","Parte derecha del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2849
"Intento","I","Corner","No gol","Pie derecho","Parte derecha del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2850
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte derecha del área grande","Pase","Demasiado a la derecha","Fuera de portería",2851
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Parte derecha del área grande","Pase","Demasiado a la derecha","Fuera de portería",2852
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte derecha del área grande","Pase","Demasiado a la derecha","Fuera de portería",2853
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte derecha del área grande","Centro","Demasiado a la derecha","Fuera de portería",2854
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Parte derecha del área grande","Centro","Demasiado a la derecha","Fuera de portería",2855
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte derecha del área grande","Centro","Demasiado a la derecha","Fuera de portería",2856
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte derecha del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2857
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Parte derecha del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2858
"Intento con pase clave","IPC","Corner","No gol","Pie derecho","Parte derecha del área grande","Pase de cabeza","Demasiado a la derecha","Fuera de portería",2859
"Intento con pase clave","IPC","Juego abierto","No gol","Pie derecho","Parte derecha del área grande","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2860
"Intento con pase clave","IPC","Juego parado","No gol","Pie derecho","Parte derecha del área grande","Pase en profundidad","Demasiado a la derecha","Fuera de portería",2861
"Intento","I","Juego abierto","No gol","Pie izquierdo","Parte derecha del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2862
"Intento","I","Juego parado","No gol","Pie izquierdo","Parte derecha del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2863
"Intento","I","Corner","No gol","Pie izquierdo","Parte derecha del área grande","Sin asistencia","Demasiado a la derecha","Fuera de portería",2864
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte derecha del área grande","Pase","Demasiado a la derecha","Fuera de portería",2865
"Intento con pase clave","IPC","Juego parado","No gol","Pie izquierdo","Parte derecha del área grande","Pase","Demasiado a la derecha","Fuera de portería",2866
"Intento con pase clave","IPC","Corner","No gol","Pie izquierdo","Parte derecha del área grande","Pase","Demasiado a la derecha","Fuera de portería",2867
"Intento con pase clave","IPC","Juego abierto","No gol","Pie izquierdo","Parte derecha del área grande","Centro","Demasiado a la derecha","Fuera de portería",2868
